p_name,m_name
ドータクン,じゅうりょく
ピンプク,じゅうりょく
ジバコイル,じゅうりょく
ポリゴンZ,じゅうりょく
ダイノーズ,じゅうりょく
ヨノワール,じゅうりょく
ディアルガ,じゅうりょく
パルキア,じゅうりょく
レジギガス,じゅうりょく
ギラティナ（アナザーフォルム）,じゅうりょく
ギラティナ（オリジンフォルム）,じゅうりょく
クレセリア,じゅうりょく
アルセウス,じゅうりょく
ムンナ,じゅうりょく
ムシャーナ,じゅうりょく
ダンゴロ,じゅうりょく
ガントル,じゅうりょく
ギガイアス,じゅうりょく
タブンネ,じゅうりょく
シンボラー,じゅうりょく
ゴチム,じゅうりょく
ゴチミル,じゅうりょく
ゴチルゼル,じゅうりょく
ユニラン,じゅうりょく
ダブラン,じゅうりょく
ランクルス,じゅうりょく
テッシード,じゅうりょく
ナットレイ,じゅうりょく
ギアル,じゅうりょく
ギギアル,じゅうりょく
ギギギアル,じゅうりょく
リグレー,じゅうりょく
オーベム,じゅうりょく
ゴビット,じゅうりょく
ゴルーグ,じゅうりょく
ランドロス（けしんフォルム）,じゅうりょく
ランドロス（れいじゅうフォルム）,じゅうりょく
メロエッタ(ステップフォルム),じゅうりょく
メロエッタ（ボイスフォルム),じゅうりょく
ゲノセクト,じゅうりょく
ニャスパー,じゅうりょく
ニャオニクス,じゅうりょく
メレシー,じゅうりょく
ゼルネアス,じゅうりょく
ディアンシー,じゅうりょく
フーパ（いましめられしフーパ）,じゅうりょく
フーパ（ときはなたれしフーパ）,じゅうりょく
ヤレユータン,じゅうりょく
スナバァ,じゅうりょく
シロデスナ,じゅうりょく
メテノ,じゅうりょく
メテノ（中身）,じゅうりょく
トゲデマル,じゅうりょく
カプ・テテフ,じゅうりょく
カプ・レヒレ,じゅうりょく
デンジュモク,じゅうりょく
テッカグヤ,じゅうりょく
ネクロズマ,じゅうりょく
ツンデツンデ,じゅうりょく
ネクロズマ(ウルトラ),じゅうりょく
月食ネクロズマ,じゅうりょく
日食ネクロズマ,じゅうりょく
ナマコブシ,じょうか
ゼニガメ,しろいきり
カメール,しろいきり
カメックス,しろいきり
アローラロコン,しろいきり
ニョロモ,しろいきり
ニョロゾ,しろいきり
ニョロボン,しろいきり
ラプラス,しろいきり
フリーザー,しろいきり
ミニリュウ,しろいきり
ハクリュー,しろいきり
カイリュー,しろいきり
ミュウツー,しろいきり
チョンチー,しろいきり
ランターン,しろいきり
ニョロトノ,しろいきり
ウパー,しろいきり
ヌオー,しろいきり
ウリムー,しろいきり
イノムー,しろいきり
サニーゴ,しろいきり
スイクン,しろいきり
ハスボー,しろいきり
キャモメ,しろいきり
ペリッパー,しろいきり
アメタマ,しろいきり
ホエルコ,しろいきり
ホエルオー,しろいきり
チルット,しろいきり
チルタリス,しろいきり
ヒンバス,しろいきり
ミロカロス,しろいきり
ポッチャマ,しろいきり
ポッタイシ,しろいきり
カラナクシ,しろいきり
トリトドン,しろいきり
ユキカブリ,しろいきり
ユキノオー,しろいきり
マンムー,しろいきり
クレセリア,しろいきり
オタマロ,しろいきり
ガマガル,しろいきり
ガマゲロゲ,しろいきり
バニプッチ,しろいきり
バニリッチ,しろいきり
バイバニラ,しろいきり
プルリル,しろいきり
ブルンゲル,しろいきり
ママンボウ,しろいきり
フリージオ,しろいきり
アマルス,しろいきり
アマルルガ,しろいきり
カチコール,しろいきり
クレベース,しろいきり
ヨワシ（たんどくのすがた）,しろいきり
ヨワシ（むれのすがた）,しろいきり
ジジーロン,しろいきり
カプ・レヒレ,しろいきり
フシギダネ,しんぴのまもり
フシギソウ,しんぴのまもり
フシギバナ,しんぴのまもり
バタフリー,しんぴのまもり
アローラライチュウ,しんぴのまもり
アローラサンド,しんぴのまもり
サンド,しんぴのまもり
アローラサンドパン,しんぴのまもり
サンドパン,しんぴのまもり
ピッピ,しんぴのまもり
ピクシー,しんぴのまもり
アローラロコン,しんぴのまもり
ロコン,しんぴのまもり
アローラキュウコン,しんぴのまもり
キュウコン,しんぴのまもり
プリン,しんぴのまもり
プクリン,しんぴのまもり
ラフレシア,しんぴのまもり
ガーディ,しんぴのまもり
ウインディ,しんぴのまもり
ケーシィ,しんぴのまもり
ユンゲラー,しんぴのまもり
フーディン,しんぴのまもり
メノクラゲ,しんぴのまもり
ドククラゲ,しんぴのまもり
ヤドン,しんぴのまもり
ヤドラン,しんぴのまもり
パウワウ,しんぴのまもり
ジュゴン,しんぴのまもり
スリープ,しんぴのまもり
スリーパー,しんぴのまもり
ラッキー,しんぴのまもり
ガルーラ,しんぴのまもり
バリヤード,しんぴのまもり
ストライク,しんぴのまもり
ラプラス,しんぴのまもり
ファイヤー,しんぴのまもり
ミニリュウ,しんぴのまもり
ハクリュー,しんぴのまもり
カイリュー,しんぴのまもり
ミュウツー,しんぴのまもり
ミュウ,しんぴのまもり
チコリータ,しんぴのまもり
ベイリーフ,しんぴのまもり
メガニウム,しんぴのまもり
レディバ,しんぴのまもり
レディアン,しんぴのまもり
ピィ,しんぴのまもり
ププリン,しんぴのまもり
トゲピー,しんぴのまもり
トゲチック,しんぴのまもり
メリープ,しんぴのまもり
モココ,しんぴのまもり
デンリュウ,しんぴのまもり
キレイハナ,しんぴのまもり
ヒマナッツ,しんぴのまもり
キマワリ,しんぴのまもり
ウパー,しんぴのまもり
ヌオー,しんぴのまもり
ヤドキング,しんぴのまもり
ソーナンス,しんぴのまもり
ハッサム,しんぴのまもり
ツボツボ,しんぴのまもり
サニーゴ,しんぴのまもり
ハピナス,しんぴのまもり
ルギア,しんぴのまもり
ホウオウ,しんぴのまもり
セレビィ,しんぴのまもり
キモリ,しんぴのまもり
ジュプトル,しんぴのまもり
ジュカイン,しんぴのまもり
アゲハント,しんぴのまもり
ラルトス,しんぴのまもり
キルリア,しんぴのまもり
サーナイト,しんぴのまもり
キノココ,しんぴのまもり
キノガッサ,しんぴのまもり
エネコ,しんぴのまもり
エネコロロ,しんぴのまもり
パッチール,しんぴのまもり
チルット,しんぴのまもり
チルタリス,しんぴのまもり
ルナトーン,しんぴのまもり
ソルロック,しんぴのまもり
ヤジロン,しんぴのまもり
ネンドール,しんぴのまもり
ミロカロス,しんぴのまもり
トロピウス,しんぴのまもり
チリーン,しんぴのまもり
ソーナノ,しんぴのまもり
ユキワラシ,しんぴのまもり
オニゴーリ,しんぴのまもり
サクラビス,しんぴのまもり
ジーランス,しんぴのまもり
ラブカス,しんぴのまもり
レジロック,しんぴのまもり
レジアイス,しんぴのまもり
レジスチル,しんぴのまもり
ラティアス,しんぴのまもり
ラティオス,しんぴのまもり
カイオーガ,しんぴのまもり
グラードン,しんぴのまもり
ジラーチ,しんぴのまもり
デオキシス,しんぴのまもり
ハヤシガメ,しんぴのまもり
ドダイトス,しんぴのまもり
ミノマダム（くさきのミノ）,しんぴのまもり
ミノマダム（ゴミのミノ）,しんぴのまもり
ミノマダム（すなちのミノ）,しんぴのまもり
ガーメイル,しんぴのまもり
チェリンボ,しんぴのまもり
チェリム,しんぴのまもり
リーシャン,しんぴのまもり
ドーミラー,しんぴのまもり
ドータクン,しんぴのまもり
マネネ,しんぴのまもり
ピンプク,しんぴのまもり
ケイコウオ,しんぴのまもり
ネオラント,しんぴのまもり
ユキカブリ,しんぴのまもり
ユキノオー,しんぴのまもり
トゲキッス,しんぴのまもり
エルレイド,しんぴのまもり
ユキメノコ,しんぴのまもり
ユクシー,しんぴのまもり
エムリット,しんぴのまもり
アグノム,しんぴのまもり
ディアルガ,しんぴのまもり
パルキア,しんぴのまもり
レジギガス,しんぴのまもり
ギラティナ（アナザーフォルム）,しんぴのまもり
ギラティナ（オリジンフォルム）,しんぴのまもり
クレセリア,しんぴのまもり
フィオネ,しんぴのまもり
マナフィ,しんぴのまもり
シェイミ（ランドフォルム）,しんぴのまもり
アルセウス,しんぴのまもり
ビクティニ,しんぴのまもり
ツタージャ,しんぴのまもり
ジャノビー,しんぴのまもり
ジャローダ,しんぴのまもり
ムンナ,しんぴのまもり
ムシャーナ,しんぴのまもり
コロモリ,しんぴのまもり
ココロモリ,しんぴのまもり
タブンネ,しんぴのまもり
クルミル,しんぴのまもり
クルマユ,しんぴのまもり
ハハコモリ,しんぴのまもり
モンメン,しんぴのまもり
エルフーン,しんぴのまもり
チュリネ,しんぴのまもり
ドレディア,しんぴのまもり
マラカッチ,しんぴのまもり
シンボラー,しんぴのまもり
デスマス,しんぴのまもり
デスカーン,しんぴのまもり
チラーミィ,しんぴのまもり
チラチーノ,しんぴのまもり
ゴチム,しんぴのまもり
ゴチミル,しんぴのまもり
ゴチルゼル,しんぴのまもり
ユニラン,しんぴのまもり
ダブラン,しんぴのまもり
ランクルス,しんぴのまもり
シキジカ,しんぴのまもり
メブキジカ,しんぴのまもり
プルリル,しんぴのまもり
ブルンゲル,しんぴのまもり
ママンボウ,しんぴのまもり
リグレー,しんぴのまもり
オーベム,しんぴのまもり
ヒトモシ,しんぴのまもり
ランプラー,しんぴのまもり
シャンデラ,しんぴのまもり
ゴビット,しんぴのまもり
ゴルーグ,しんぴのまもり
メラルバ,しんぴのまもり
ウルガモス,しんぴのまもり
コバルオン,しんぴのまもり
テラキオン,しんぴのまもり
ビリジオン,しんぴのまもり
レシラム,しんぴのまもり
ゼクロム,しんぴのまもり
キュレム,しんぴのまもり
キュレム（ブラックキュレム）,しんぴのまもり
キュレム（ホワイトキュレム）,しんぴのまもり
ケルディオ,しんぴのまもり
メロエッタ(ステップフォルム),しんぴのまもり
メロエッタ（ボイスフォルム),しんぴのまもり
フォッコ,しんぴのまもり
テールナー,しんぴのまもり
マフォクシー,しんぴのまもり
ビビヨン,しんぴのまもり
フラベベ,しんぴのまもり
フラエッテ,しんぴのまもり
フラージェス,しんぴのまもり
ニャスパー,しんぴのまもり
ニャオニクス,しんぴのまもり
ペロッパフ,しんぴのまもり
ペロリーム,しんぴのまもり
カメテテ,しんぴのまもり
ガメノデス,しんぴのまもり
アマルス,しんぴのまもり
アマルルガ,しんぴのまもり
ニンフィア,しんぴのまもり
メレシー,しんぴのまもり
クレッフィ,しんぴのまもり
ボクレー,しんぴのまもり
オーロット,しんぴのまもり
バケッチャ,しんぴのまもり
パンプジン,しんぴのまもり
カチコール,しんぴのまもり
クレベース,しんぴのまもり
ジガルデ（10％フォルム）,しんぴのまもり
ジガルデ（50％フォルム）,しんぴのまもり
ジガルデ（パーフェクトフォルム）,しんぴのまもり
ディアンシー,しんぴのまもり
モクロー,しんぴのまもり
フクスロー,しんぴのまもり
ジュナイパー,しんぴのまもり
オドリドリ（ぱちぱちスタイル）,しんぴのまもり
オドリドリ（ふらふらスタイル）,しんぴのまもり
オドリドリ（まいまいスタイル）,しんぴのまもり
オドリドリ（めらめらスタイル）,しんぴのまもり
アブリー,しんぴのまもり
アブリボン,しんぴのまもり
ヒドイデ,しんぴのまもり
ドヒドイデ,しんぴのまもり
オニシズクモ,しんぴのまもり
カリキリ,しんぴのまもり
ラランテス,しんぴのまもり
ネマシュ,しんぴのまもり
マシェード,しんぴのまもり
アマカジ,しんぴのまもり
アママイコ,しんぴのまもり
アマージョ,しんぴのまもり
キュワワー,しんぴのまもり
ヤレユータン,しんぴのまもり
ナマコブシ,しんぴのまもり
メテノ,しんぴのまもり
メテノ（中身）,しんぴのまもり
ミミッキュ,しんぴのまもり
ハギギシリ,しんぴのまもり
ジジーロン,しんぴのまもり
ジャラコ,しんぴのまもり
ジャランゴ,しんぴのまもり
ジャラランガ,しんぴのまもり
カプ・コケコ,しんぴのまもり
カプ・テテフ,しんぴのまもり
カプ・ブルル,しんぴのまもり
カプ・レヒレ,しんぴのまもり
ソルガレオ,しんぴのまもり
ルナアーラ,しんぴのまもり
ウツロイド,しんぴのまもり
ツンデツンデ,しんぴのまもり
コダック,シンプルビーム
ゴルダック,シンプルビーム
カモネギ,シンプルビーム
ネイティ,シンプルビーム
ネイティオ,シンプルビーム
ジグザグマ,シンプルビーム
マッスグマ,シンプルビーム
エネコ,シンプルビーム
エネコロロ,シンプルビーム
バネブー,シンプルビーム
ブーピッグ,シンプルビーム
タブンネ,シンプルビーム
リグレー,シンプルビーム
オーベム,シンプルビーム
ゲノセクト,シンプルビーム
マーイーカ,シンプルビーム
カラマネロ,シンプルビーム
バタフリー,スキルスワップ
コンパン,スキルスワップ
モルフォン,スキルスワップ
ケーシィ,スキルスワップ
ユンゲラー,スキルスワップ
フーディン,スキルスワップ
ヤドン,スキルスワップ
ヤドラン,スキルスワップ
ゴース,スキルスワップ
ゴースト,スキルスワップ
ゲンガー,スキルスワップ
スリープ,スキルスワップ
スリーパー,スキルスワップ
タマタマ,スキルスワップ
アローラナッシー,スキルスワップ
ナッシー,スキルスワップ
ラッキー,スキルスワップ
スターミー,スキルスワップ
バリヤード,スキルスワップ
ルージュラ,スキルスワップ
ミュウツー,スキルスワップ
ミュウ,スキルスワップ
ネイティ,スキルスワップ
ネイティオ,スキルスワップ
エーフィ,スキルスワップ
ヤドキング,スキルスワップ
ムウマ,スキルスワップ
キリンリキ,スキルスワップ
オドシシ,スキルスワップ
ムチュール,スキルスワップ
ハピナス,スキルスワップ
ルギア,スキルスワップ
セレビィ,スキルスワップ
ラルトス,スキルスワップ
キルリア,スキルスワップ
サーナイト,スキルスワップ
バネブー,スキルスワップ
ブーピッグ,スキルスワップ
パッチール,スキルスワップ
ルナトーン,スキルスワップ
ソルロック,スキルスワップ
ヤジロン,スキルスワップ
ネンドール,スキルスワップ
カクレオン,スキルスワップ
カゲボウズ,スキルスワップ
ジュペッタ,スキルスワップ
ヨマワル,スキルスワップ
サマヨール,スキルスワップ
チリーン,スキルスワップ
ジラーチ,スキルスワップ
デオキシス,スキルスワップ
ナエトル,スキルスワップ
ミノマダム（くさきのミノ）,スキルスワップ
ミノマダム（ゴミのミノ）,スキルスワップ
ミノマダム（すなちのミノ）,スキルスワップ
ガーメイル,スキルスワップ
フワンテ,スキルスワップ
フワライド,スキルスワップ
ムウマージ,スキルスワップ
リーシャン,スキルスワップ
ドーミラー,スキルスワップ
ドータクン,スキルスワップ
マネネ,スキルスワップ
エルレイド,スキルスワップ
ヨノワール,スキルスワップ
ユクシー,スキルスワップ
エムリット,スキルスワップ
アグノム,スキルスワップ
クレセリア,スキルスワップ
マナフィ,スキルスワップ
ビクティニ,スキルスワップ
ムンナ,スキルスワップ
ムシャーナ,スキルスワップ
コロモリ,スキルスワップ
ココロモリ,スキルスワップ
タブンネ,スキルスワップ
シンボラー,スキルスワップ
デスマス,スキルスワップ
デスカーン,スキルスワップ
ゴチム,スキルスワップ
ゴチミル,スキルスワップ
ゴチルゼル,スキルスワップ
ユニラン,スキルスワップ
ダブラン,スキルスワップ
ランクルス,スキルスワップ
リグレー,スキルスワップ
オーベム,スキルスワップ
メロエッタ(ステップフォルム),スキルスワップ
メロエッタ（ボイスフォルム),スキルスワップ
テールナー,スキルスワップ
マフォクシー,スキルスワップ
ニャスパー,スキルスワップ
ニャオニクス,スキルスワップ
シュシュプ,スキルスワップ
フレフワン,スキルスワップ
ニンフィア,スキルスワップ
メレシー,スキルスワップ
ボクレー,スキルスワップ
オーロット,スキルスワップ
バケッチャ,スキルスワップ
パンプジン,スキルスワップ
ディアンシー,スキルスワップ
フーパ（いましめられしフーパ）,スキルスワップ
フーパ（ときはなたれしフーパ）,スキルスワップ
アブリー,スキルスワップ
アブリボン,スキルスワップ
スナバァ,スキルスワップ
シロデスナ,スキルスワップ
カプ・テテフ,スキルスワップ
ツンデツンデ,スキルスワップ
ドーブル,スケッチ
アローラニャース,すてゼリフ
アローラペルシアン,すてゼリフ
ヤンチャム,すてゼリフ
ゴロンダ,すてゼリフ
アローラサンド,ステルスロック
サンド,ステルスロック
アローラサンドパン,ステルスロック
サンドパン,ステルスロック
ニドクイン,ステルスロック
ニドキング,ステルスロック
ピッピ,ステルスロック
ピクシー,ステルスロック
プリン,ステルスロック
プクリン,ステルスロック
アローラディグダ,ステルスロック
ディグダ,ステルスロック
アローラダグトリオ,ステルスロック
ダグトリオ,ステルスロック
アローライシツブテ,ステルスロック
イシツブテ,ステルスロック
アローラゴローン,ステルスロック
ゴローン,ステルスロック
アローラゴローニャ,ステルスロック
ゴローニャ,ステルスロック
イワーク,ステルスロック
カラカラ,ステルスロック
アローラガラガラ,ステルスロック
ガラガラ,ステルスロック
サイホーン,ステルスロック
サイドン,ステルスロック
ラッキー,ステルスロック
カイロス,ステルスロック
オムナイト,ステルスロック
オムスター,ステルスロック
カブト,ステルスロック
カブトプス,ステルスロック
プテラ,ステルスロック
ミュウ,ステルスロック
ウソッキー,ステルスロック
クヌギダマ,ステルスロック
フォレトス,ステルスロック
ノコッチ,ステルスロック
グライガー,ステルスロック
ハガネール,ステルスロック
ツボツボ,ステルスロック
マグカルゴ,ステルスロック
ウリムー,ステルスロック
イノムー,ステルスロック
サニーゴ,ステルスロック
エアームド,ステルスロック
ゴマゾウ,ステルスロック
ドンファン,ステルスロック
ミルタンク,ステルスロック
ハピナス,ステルスロック
ヨーギラス,ステルスロック
サナギラス,ステルスロック
バンギラス,ステルスロック
セレビィ,ステルスロック
ヌマクロー,ステルスロック
ラグラージ,ステルスロック
ノズパス,ステルスロック
クチート,ステルスロック
ココドラ,ステルスロック
コドラ,ステルスロック
ボスゴドラ,ステルスロック
ドンメル,ステルスロック
バクーダ,ステルスロック
コータス,ステルスロック
ルナトーン,ステルスロック
ソルロック,ステルスロック
ヤジロン,ステルスロック
ネンドール,ステルスロック
リリーラ,ステルスロック
ユレイドル,ステルスロック
アノプス,ステルスロック
アーマルド,ステルスロック
カクレオン,ステルスロック
ジーランス,ステルスロック
メタング,ステルスロック
メタグロス,ステルスロック
レジロック,ステルスロック
レジスチル,ステルスロック
グラードン,ステルスロック
ジラーチ,ステルスロック
デオキシス,ステルスロック
ナエトル,ステルスロック
ハヤシガメ,ステルスロック
ドダイトス,ステルスロック
ヒコザル,ステルスロック
モウカザル,ステルスロック
ゴウカザル,ステルスロック
ポッチャマ,ステルスロック
ポッタイシ,ステルスロック
エンペルト,ステルスロック
ビッパ,ステルスロック
ビーダル,ステルスロック
ズガイドス,ステルスロック
ラムパルド,ステルスロック
タテトプス,ステルスロック
トリデプス,ステルスロック
ミノマダム（ゴミのミノ）,ステルスロック
ミノマダム（すなちのミノ）,ステルスロック
ドーミラー,ステルスロック
ドータクン,ステルスロック
ウソハチ,ステルスロック
フカマル,ステルスロック
ガバイト,ステルスロック
ガブリアス,ステルスロック
ヒポポタス,ステルスロック
カバルドン,ステルスロック
ドサイドン,ステルスロック
グライオン,ステルスロック
マンムー,ステルスロック
ダイノーズ,ステルスロック
ユクシー,ステルスロック
エムリット,ステルスロック
アグノム,ステルスロック
ディアルガ,ステルスロック
ヒードラン,ステルスロック
アルセウス,ステルスロック
ダンゴロ,ステルスロック
ガントル,ステルスロック
ギガイアス,ステルスロック
モグリュー,ステルスロック
ドリュウズ,ステルスロック
ガマガル,ステルスロック
ガマゲロゲ,ステルスロック
メグロコ,ステルスロック
ワルビル,ステルスロック
ワルビアル,ステルスロック
イシズマイ,ステルスロック
イワパレス,ステルスロック
プロトーガ,ステルスロック
アバゴーラ,ステルスロック
アーケン,ステルスロック
アーケオス,ステルスロック
テッシード,ステルスロック
ナットレイ,ステルスロック
マッギョ,ステルスロック
クリムガン,ステルスロック
ゴビット,ステルスロック
ゴルーグ,ステルスロック
コマタナ,ステルスロック
キリキザン,ステルスロック
コバルオン,ステルスロック
テラキオン,ステルスロック
ランドロス（けしんフォルム）,ステルスロック
ランドロス（れいじゅうフォルム）,ステルスロック
カメテテ,ステルスロック
ガメノデス,ステルスロック
チゴラス,ステルスロック
ガチゴラス,ステルスロック
アマルス,ステルスロック
アマルルガ,ステルスロック
メレシー,ステルスロック
ディアンシー,ステルスロック
イワンコ,ステルスロック
ルガルガン（たそがれのすがた）,ステルスロック
ルガルガン（まひるのすがた）,ステルスロック
ルガルガン（まよなかのすがた）,ステルスロック
ドロバンコ,ステルスロック
バンバドロ,ステルスロック
スナバァ,ステルスロック
シロデスナ,ステルスロック
メテノ,ステルスロック
メテノ（中身）,ステルスロック
ジャラランガ,ステルスロック
ウツロイド,ステルスロック
ネクロズマ,ステルスロック
ツンデツンデ,ステルスロック
ネクロズマ(ウルトラ),ステルスロック
月食ネクロズマ,ステルスロック
日食ネクロズマ,ステルスロック
スナバァ,すなあつめ
シロデスナ,すなあつめ
サンド,すなあらし
サンドパン,すなあらし
ニドクイン,すなあらし
ニドキング,すなあらし
アローラディグダ,すなあらし
ディグダ,すなあらし
アローラダグトリオ,すなあらし
ダグトリオ,すなあらし
アローライシツブテ,すなあらし
イシツブテ,すなあらし
アローラゴローン,すなあらし
ゴローン,すなあらし
アローラゴローニャ,すなあらし
ゴローニャ,すなあらし
イワーク,すなあらし
カラカラ,すなあらし
アローラガラガラ,すなあらし
ガラガラ,すなあらし
ベロリンガ,すなあらし
サイホーン,すなあらし
サイドン,すなあらし
ラッキー,すなあらし
ガルーラ,すなあらし
ケンタロス,すなあらし
ギャラドス,すなあらし
オムナイト,すなあらし
オムスター,すなあらし
カブト,すなあらし
カブトプス,すなあらし
プテラ,すなあらし
カビゴン,すなあらし
フリーザー,すなあらし
サンダー,すなあらし
ファイヤー,すなあらし
カイリュー,すなあらし
ミュウツー,すなあらし
ミュウ,すなあらし
ウソッキー,すなあらし
ウパー,すなあらし
ヌオー,すなあらし
クヌギダマ,すなあらし
フォレトス,すなあらし
グライガー,すなあらし
ハガネール,すなあらし
ハッサム,すなあらし
ツボツボ,すなあらし
マグカルゴ,すなあらし
ウリムー,すなあらし
イノムー,すなあらし
サニーゴ,すなあらし
エアームド,すなあらし
ゴマゾウ,すなあらし
ドンファン,すなあらし
カポエラー,すなあらし
ミルタンク,すなあらし
ハピナス,すなあらし
ライコウ,すなあらし
エンテイ,すなあらし
スイクン,すなあらし
ヨーギラス,すなあらし
サナギラス,すなあらし
バンギラス,すなあらし
ルギア,すなあらし
ホウオウ,すなあらし
セレビィ,すなあらし
ツチニン,すなあらし
テッカニン,すなあらし
ヌケニン,すなあらし
ノズパス,すなあらし
クチート,すなあらし
ココドラ,すなあらし
コドラ,すなあらし
ボスゴドラ,すなあらし
ドンメル,すなあらし
バクーダ,すなあらし
ナックラー,すなあらし
ビブラーバ,すなあらし
フライゴン,すなあらし
サボネア,すなあらし
ノクタス,すなあらし
ルナトーン,すなあらし
ソルロック,すなあらし
ドジョッチ,すなあらし
ナマズン,すなあらし
ヤジロン,すなあらし
ネンドール,すなあらし
リリーラ,すなあらし
ユレイドル,すなあらし
アノプス,すなあらし
アーマルド,すなあらし
ポワルン,すなあらし
アブソル,すなあらし
ジーランス,すなあらし
メタング,すなあらし
メタグロス,すなあらし
レジロック,すなあらし
レジスチル,すなあらし
ラティアス,すなあらし
ラティオス,すなあらし
グラードン,すなあらし
レックウザ,すなあらし
ジラーチ,すなあらし
ドダイトス,すなあらし
ズガイドス,すなあらし
ラムパルド,すなあらし
タテトプス,すなあらし
トリデプス,すなあらし
トリトドン,すなあらし
ドーミラー,すなあらし
ドータクン,すなあらし
ウソハチ,すなあらし
フカマル,すなあらし
ガバイト,すなあらし
ガブリアス,すなあらし
ゴンベ,すなあらし
ヒポポタス,すなあらし
カバルドン,すなあらし
ベロベルト,すなあらし
ドサイドン,すなあらし
グライオン,すなあらし
マンムー,すなあらし
ダイノーズ,すなあらし
ウォッシュロトム,すなあらし
カットロトム,すなあらし
スピンロトム,すなあらし
ヒートロトム,すなあらし
フロストロトム,すなあらし
ロトム,すなあらし
ユクシー,すなあらし
エムリット,すなあらし
アグノム,すなあらし
ディアルガ,すなあらし
パルキア,すなあらし
アルセウス,すなあらし
ダンゴロ,すなあらし
ガントル,すなあらし
ギガイアス,すなあらし
モグリュー,すなあらし
ドリュウズ,すなあらし
メグロコ,すなあらし
ワルビル,すなあらし
ワルビアル,すなあらし
イシズマイ,すなあらし
イワパレス,すなあらし
プロトーガ,すなあらし
アバゴーラ,すなあらし
アーケン,すなあらし
アーケオス,すなあらし
ナットレイ,すなあらし
ギアル,すなあらし
ギギアル,すなあらし
ギギギアル,すなあらし
アギルダー,すなあらし
マッギョ,すなあらし
コマタナ,すなあらし
キリキザン,すなあらし
アイアント,すなあらし
コバルオン,すなあらし
テラキオン,すなあらし
ランドロス（けしんフォルム）,すなあらし
ランドロス（れいじゅうフォルム）,すなあらし
ホルビー,すなあらし
ホルード,すなあらし
カメテテ,すなあらし
ガメノデス,すなあらし
エリキテル,すなあらし
エレザード,すなあらし
チゴラス,すなあらし
ガチゴラス,すなあらし
アマルス,すなあらし
アマルルガ,すなあらし
メレシー,すなあらし
ジガルデ（10％フォルム）,すなあらし
ジガルデ（50％フォルム）,すなあらし
ジガルデ（パーフェクトフォルム）,すなあらし
ディアンシー,すなあらし
ヤングース,すなあらし
デカグース,すなあらし
オドリドリ（ぱちぱちスタイル）,すなあらし
オドリドリ（ふらふらスタイル）,すなあらし
オドリドリ（まいまいスタイル）,すなあらし
オドリドリ（めらめらスタイル）,すなあらし
ドロバンコ,すなあらし
バンバドロ,すなあらし
スナバァ,すなあらし
シロデスナ,すなあらし
タイプ:ヌル,すなあらし
シルヴァディ,すなあらし
メテノ,すなあらし
メテノ（中身）,すなあらし
ジャラコ,すなあらし
ジャランゴ,すなあらし
ジャラランガ,すなあらし
ウツロイド,すなあらし
ツンデツンデ,すなあらし
ポッポ,すなかけ
ピジョン,すなかけ
ピジョット,すなかけ
サンド,すなかけ
サンドパン,すなかけ
アローラディグダ,すなかけ
ディグダ,すなかけ
アローラダグトリオ,すなかけ
ダグトリオ,すなかけ
カモネギ,すなかけ
イーブイ,すなかけ
シャワーズ,すなかけ
サンダース,すなかけ
ブースター,すなかけ
カブト,すなかけ
カブトプス,すなかけ
メリープ,すなかけ
モココ,すなかけ
デンリュウ,すなかけ
エイパム,すなかけ
エーフィ,すなかけ
ブラッキー,すなかけ
グライガー,すなかけ
エアームド,すなかけ
オドシシ,すなかけ
アチャモ,すなかけ
ワカシャモ,すなかけ
バシャーモ,すなかけ
ポチエナ,すなかけ
グラエナ,すなかけ
ジグザグマ,すなかけ
マッスグマ,すなかけ
ツチニン,すなかけ
テッカニン,すなかけ
ヌケニン,すなかけ
マクノシタ,すなかけ
ハリテヤマ,すなかけ
ナックラー,すなかけ
ビブラーバ,すなかけ
フライゴン,すなかけ
サボネア,すなかけ
ノクタス,すなかけ
アノプス,すなかけ
アーマルド,すなかけ
ムックル,すなかけ
ムクバード,すなかけ
ムクホーク,すなかけ
エテボース,すなかけ
ニャルマー,すなかけ
ブニャット,すなかけ
フカマル,すなかけ
ガバイト,すなかけ
ガブリアス,すなかけ
ヒポポタス,すなかけ
カバルドン,すなかけ
スコルピ,すなかけ
ドラピオン,すなかけ
リーフィア,すなかけ
グレイシア,すなかけ
グライオン,すなかけ
ウォッシュロトム,すなかけ
カットロトム,すなかけ
スピンロトム,すなかけ
ヒートロトム,すなかけ
フロストロトム,すなかけ
ロトム,すなかけ
ミネズミ,すなかけ
ミルホッグ,すなかけ
ヨーテリー,すなかけ
ハーデリア,すなかけ
ムーランド,すなかけ
チョロネコ,すなかけ
レパルダス,すなかけ
シママ,すなかけ
ゼブライカ,すなかけ
ダンゴロ,すなかけ
ガントル,すなかけ
ギガイアス,すなかけ
メグロコ,すなかけ
ワルビル,すなかけ
ワルビアル,すなかけ
イシズマイ,すなかけ
イワパレス,すなかけ
ズルッグ,すなかけ
ズルズキン,すなかけ
ヤブクロン,すなかけ
ダストダス,すなかけ
シキジカ,すなかけ
メブキジカ,すなかけ
アイアント,すなかけ
トリミアン,すなかけ
カメテテ,すなかけ
ガメノデス,すなかけ
ニンフィア,すなかけ
ヤングース,すなかけ
デカグース,すなかけ
イワンコ,すなかけ
