p_name,m_name,m_type,m_tech,m_power,m_acc,m_pp
フシギソウ,パワーウィップ,くさ,物理,120,85,10
フシギソウ,ロケットずつき,ノーマル,物理,130,100,10
フシギソウ,しぜんのちから,ノーマル,変化,0,0,20
フシギソウ,しんぴのまもり,ノーマル,変化,0,0,25
フシギソウ,ないしょばなし,ノーマル,変化,0,0,20
フシギソウ,やどりぎのタネ,くさ,変化,0,90,10
フシギソウ,ソーラービーム,くさ,特殊,120,100,10
フシギソウ,グラスフィールド,くさ,変化,0,0,10
フシギダネ,いびき,ノーマル,特殊,50,100,15
フシギダネ,ずつき,ノーマル,物理,70,100,15
フシギダネ,いばる,ノーマル,変化,0,85,15
フシギダネ,ねごと,ノーマル,変化,0,0,10
フシギダネ,ねむる,エスパー,変化,0,0,10
フシギダネ,のろい,ゴースト,変化,0,0,10
フシギダネ,まもる,ノーマル,変化,0,0,10
フシギダネ,とっしん,ノーマル,物理,90,85,20
フシギダネ,あまえる,フェアリー,変化,0,100,20
フシギダネ,くさぶえ,くさ,変化,0,55,15
フシギダネ,こらえる,ノーマル,変化,0,0,10
フシギダネ,どくどく,どく,変化,0,90,10
フシギダネ,ドわすれ,エスパー,変化,0,0,20
フシギダネ,なきごえ,ノーマル,変化,0,100,40
フシギダネ,ねをはる,くさ,変化,0,0,20
フシギダネ,みがわり,ノーマル,変化,0,0,10
フシギダネ,メロメロ,ノーマル,変化,0,100,15
フシギダネ,りんしょう,ノーマル,特殊,60,100,15
フシギダネ,おんがえし,ノーマル,物理,0,100,20
フシギダネ,からげんき,ノーマル,物理,70,100,20
フシギダネ,しめつける,ノーマル,物理,15,85,20
フシギダネ,たいあたり,ノーマル,物理,40,100,35
フシギダネ,つるのムチ,くさ,物理,45,100,25
フシギダネ,くさむすび,くさ,特殊,0,100,20
フシギダネ,やつあたり,ノーマル,物理,0,100,20
フシギダネ,せいちょう,ノーマル,変化,0,0,40
フシギダネ,どくのこな,どく,変化,0,75,35
フシギダネ,にほんばれ,ほのお,変化,0,0,5
フシギダネ,ねむりごな,くさ,変化,0,75,15
フシギダネ,エコーボイス,ノーマル,特殊,40,100,15
フシギダネ,タネばくだん,くさ,物理,80,100,15
フシギダネ,ギガドレイン,くさ,特殊,75,100,10
フシギダネ,はたきおとす,あく,物理,65,100,20
フシギダネ,あまいかおり,ノーマル,変化,0,100,20
フシギダネ,かげぶんしん,ノーマル,変化,0,0,15
フシギダネ,こうごうせい,くさ,変化,0,0,5
フシギダネ,つるぎのまい,ノーマル,変化,0,0,20
フシギダネ,なやみのタネ,くさ,変化,0,100,10
フシギダネ,ひかりのかべ,エスパー,変化,0,0,30
フシギダネ,ふるいたてる,ノーマル,変化,0,0,30
フシギダネ,はなびらのまい,くさ,特殊,120,100,10
フシギダネ,ヘドロこうげき,どく,特殊,65,100,20
フシギダネ,ヘドロばくだん,どく,特殊,90,100,10
フシギダネ,ベノムショック,どく,特殊,65,100,10
フシギダネ,マジカルリーフ,くさ,特殊,60,0,20
フシギダネ,めざめるパワー,ノーマル,特殊,60,100,15
フシギダネ,リーフストーム,くさ,特殊,130,90,5
フシギダネ,エナジーボール,くさ,特殊,90,100,10
フシギダネ,すてみタックル,ノーマル,物理,120,100,15
フシギダネ,はっぱカッター,くさ,物理,55,95,25
フシギダネ,パワーウィップ,くさ,物理,120,85,10
フシギダネ,ロケットずつき,ノーマル,物理,130,100,10
フシギダネ,しぜんのちから,ノーマル,変化,0,0,20
フシギダネ,しんぴのまもり,ノーマル,変化,0,0,25
フシギダネ,ないしょばなし,ノーマル,変化,0,0,20
フシギダネ,ソーラービーム,くさ,特殊,120,100,10
フシギダネ,グラスフィールド,くさ,変化,0,0,10
フシギバナ,ふぶき,こおり,特殊,110,70,5
フシギバナ,いびき,ノーマル,特殊,50,100,15
フシギバナ,じしん,じめん,物理,100,100,10
フシギバナ,ずつき,ノーマル,物理,70,100,15
フシギバナ,いばる,ノーマル,変化,0,85,15
フシギバナ,ねごと,ノーマル,変化,0,0,10
フシギバナ,ねむる,エスパー,変化,0,0,10
フシギバナ,のろい,ゴースト,変化,0,0,10
フシギバナ,ほえる,ノーマル,変化,0,0,20
フシギバナ,まもる,ノーマル,変化,0,0,10
フシギバナ,げきりん,ドラゴン,物理,120,100,10
フシギバナ,じだんだ,じめん,物理,75,100,10
フシギバナ,じならし,じめん,物理,60,100,20
フシギバナ,とっしん,ノーマル,物理,90,85,20
フシギバナ,あまえる,フェアリー,変化,0,100,20
フシギバナ,くさぶえ,くさ,変化,0,55,15
フシギバナ,こらえる,ノーマル,変化,0,0,10
フシギバナ,どくどく,どく,変化,0,90,10
フシギバナ,ドわすれ,エスパー,変化,0,0,20
フシギバナ,なきごえ,ノーマル,変化,0,100,40
フシギバナ,ねをはる,くさ,変化,0,0,20
フシギバナ,みがわり,ノーマル,変化,0,0,10
フシギバナ,メロメロ,ノーマル,変化,0,100,15
フシギバナ,りんしょう,ノーマル,特殊,60,100,15
フシギバナ,おんがえし,ノーマル,物理,0,100,20
フシギバナ,からげんき,ノーマル,物理,70,100,20
フシギバナ,しめつける,ノーマル,物理,15,85,20
フシギバナ,たいあたり,ノーマル,物理,40,100,35
フシギバナ,つるのムチ,くさ,物理,45,100,25
フシギバナ,はなふぶき,くさ,物理,90,100,15
フシギバナ,くさむすび,くさ,特殊,0,100,20
フシギバナ,やつあたり,ノーマル,物理,0,100,20
フシギバナ,せいちょう,ノーマル,変化,0,0,40
フシギバナ,どくのこな,どく,変化,0,75,35
フシギバナ,にほんばれ,ほのお,変化,0,0,5
フシギバナ,ねむりごな,くさ,変化,0,75,15
フシギバナ,エコーボイス,ノーマル,特殊,40,100,15
フシギバナ,タネばくだん,くさ,物理,80,100,15
フシギバナ,ギガドレイン,くさ,特殊,75,100,10
フシギバナ,はたきおとす,あく,物理,65,100,20
フシギバナ,あまいかおり,ノーマル,変化,0,100,20
フシギバナ,かげぶんしん,ノーマル,変化,0,0,15
フシギバナ,こうごうせい,くさ,変化,0,0,5
フシギバナ,つるぎのまい,ノーマル,変化,0,0,20
フシギバナ,とおせんぼう,ノーマル,変化,0,0,5
フシギバナ,なやみのタネ,くさ,変化,0,100,10
フシギバナ,ひかりのかべ,エスパー,変化,0,0,30
フシギバナ,ふるいたてる,ノーマル,変化,0,0,30
フシギバナ,はかいこうせん,ノーマル,特殊,150,90,5
フシギバナ,はなびらのまい,くさ,特殊,120,100,10
フシギバナ,ヘドロこうげき,どく,特殊,65,100,20
フシギバナ,ヘドロばくだん,どく,特殊,90,100,10
フシギバナ,ベノムショック,どく,特殊,65,100,10
フシギバナ,マジカルリーフ,くさ,特殊,60,0,20
フシギバナ,めざめるパワー,ノーマル,特殊,60,100,15
フシギバナ,リーフストーム,くさ,特殊,130,90,5
フシギバナ,エナジーボール,くさ,特殊,90,100,10
フシギバナ,ギガインパクト,ノーマル,物理,150,90,5
フシギバナ,すてみタックル,ノーマル,物理,120,100,15
フシギバナ,はっぱカッター,くさ,物理,55,95,25
フシギバナ,パワーウィップ,くさ,物理,120,85,10
フシギバナ,ロケットずつき,ノーマル,物理,130,100,10
フシギバナ,しぜんのちから,ノーマル,変化,0,0,20
フシギバナ,しんぴのまもり,ノーマル,変化,0,0,25
フシギバナ,ないしょばなし,ノーマル,変化,0,0,20
フシギバナ,やどりぎのタネ,くさ,変化,0,90,10
フシギバナ,ソーラービーム,くさ,特殊,120,100,10
フシギバナ,グラスフィールド,くさ,変化,0,0,10
フタチマル,ふぶき,こおり,特殊,110,70,5
フタチマル,いびき,ノーマル,特殊,50,100,15
フタチマル,あられ,こおり,変化,0,0,10
フタチマル,みきり,かくとう,変化,0,0,5
フタチマル,ダメおし,あく,物理,60,100,10
フタチマル,つじぎり,あく,物理,70,100,15
フタチマル,きりふだ,ノーマル,特殊,0,0,5
フタチマル,ほしがる,ノーマル,物理,60,100,25
フタチマル,リベンジ,かくとう,物理,60,100,10
フタチマル,あまごい,みず,変化,0,0,5
フタチマル,てだすけ,ノーマル,変化,0,0,20
フタチマル,どくどく,どく,変化,0,90,10
フタチマル,しおみず,みず,特殊,65,100,10
フタチマル,まねっこ,ノーマル,変化,0,0,20
フタチマル,みがわり,ノーマル,変化,0,0,10
フタチマル,メロメロ,ノーマル,変化,0,100,15
フタチマル,なみのり,みず,特殊,90,100,15
フタチマル,ねっとう,みず,特殊,80,100,15
フタチマル,あなをほる,じめん,物理,80,100,10
フタチマル,いあいぎり,ノーマル,物理,50,95,30
フタチマル,いわくだき,かくとう,物理,40,100,15
フタチマル,かたきうち,ノーマル,物理,70,100,5
フタチマル,たいあたり,ノーマル,物理,40,100,35
フタチマル,ダイビング,みず,物理,80,100,10
フタチマル,たきのぼり,みず,物理,80,100,15
フタチマル,なげつける,あく,物理,0,100,10
フタチマル,くさむすび,くさ,特殊,0,100,20
フタチマル,アンコール,ノーマル,変化,0,100,5
フタチマル,いやなおと,ノーマル,変化,0,85,40
フタチマル,きあいだめ,ノーマル,変化,0,0,30
フタチマル,ちょうはつ,あく,変化,0,100,20
フタチマル,みずあそび,みず,変化,0,0,15
フタチマル,みずでっぽう,みず,特殊,40,100,25
フタチマル,みずのはどう,みず,特殊,60,100,20
フタチマル,アクアテール,みず,物理,90,90,10
フタチマル,シザークロス,むし,物理,80,100,15
フタチマル,つばめがえし,ひこう,物理,60,0,20
フタチマル,こごえるかぜ,こおり,特殊,55,95,15
フタチマル,しっぽをふる,ノーマル,変化,0,100,30
フタチマル,つるぎのまい,ノーマル,変化,0,0,20
フタチマル,ハイドロポンプ,みず,特殊,110,80,5
フタチマル,れいとうビーム,こおり,特殊,90,100,10
フタチマル,エアスラッシュ,ひこう,特殊,75,95,15
フタチマル,アイアンテール,はがね,物理,100,75,15
フタチマル,アクアジェット,みず,物理,40,100,20
フタチマル,シェルブレード,みず,物理,75,95,10
フタチマル,せいなるつるぎ,かくとう,物理,90,100,20
フタチマル,ひみつのちから,ノーマル,物理,70,100,20
フライゴン,いびき,ノーマル,特殊,50,100,15
フライゴン,がまん,ノーマル,物理,0,0,10
フライゴン,じしん,じめん,物理,100,100,10
フライゴン,いばる,ノーマル,変化,0,85,15
フライゴン,さわぐ,ノーマル,特殊,90,100,10
フライゴン,ねごと,ノーマル,変化,0,0,10
フライゴン,ねむる,エスパー,変化,0,0,10
フライゴン,まもる,ノーマル,変化,0,0,10
フライゴン,ねっぷう,ほのお,特殊,95,90,10
フライゴン,げきりん,ドラゴン,物理,120,100,10
フライゴン,じならし,じめん,物理,60,100,20
フライゴン,かみなり,でんき,特殊,110,70,10
フライゴン,むしくい,むし,物理,60,100,20
フライゴン,おいかぜ,ひこう,変化,0,0,30
フライゴン,すなかけ,じめん,変化,0,100,15
フライゴン,どくどく,どく,変化,0,90,10
フライゴン,みがわり,ノーマル,変化,0,0,10
フライゴン,メロメロ,ノーマル,変化,0,100,15
フライゴン,どろかけ,じめん,特殊,20,100,10
フライゴン,りんしょう,ノーマル,特殊,60,100,15
フライゴン,いわなだれ,いわ,物理,75,90,10
フライゴン,おんがえし,ノーマル,物理,0,100,20
フライゴン,からげんき,ノーマル,物理,70,100,20
フライゴン,じごくづき,あく,物理,80,100,15
フライゴン,すなじごく,じめん,物理,35,85,15
フライゴン,そらをとぶ,ひこう,物理,90,95,15
フライゴン,だましうち,あく,物理,60,0,20
フライゴン,ばかぢから,かくとう,物理,120,100,5
フライゴン,ぶんまわす,あく,物理,65,100,20
フライゴン,やつあたり,ノーマル,物理,0,100,20
フライゴン,いやなおと,ノーマル,変化,0,85,40
フライゴン,きりばらい,ひこう,変化,0,0,15
フライゴン,すなあらし,いわ,変化,0,0,10
フライゴン,とぎすます,ノーマル,変化,0,0,30
フライゴン,にほんばれ,ほのお,変化,0,0,5
フライゴン,はねやすめ,ひこう,変化,0,0,10
フライゴン,だいもんじ,ほのお,特殊,110,85,5
フライゴン,つばめがえし,ひこう,物理,60,0,20
フライゴン,ギガドレイン,くさ,特殊,75,100,10
フライゴン,とんぼがえり,むし,物理,70,100,20
フライゴン,かげぶんしん,ノーマル,変化,0,0,15
フライゴン,ちょうおんぱ,ノーマル,変化,0,55,20
フライゴン,りゅうのまい,ドラゴン,変化,0,0,20
フライゴン,はかいこうせん,ノーマル,特殊,150,90,5
フライゴン,めざめるパワー,ノーマル,特殊,60,100,15
フライゴン,りゅうのいぶき,ドラゴン,特殊,60,100,20
フライゴン,りゅうのはどう,ドラゴン,特殊,85,100,10
フライゴン,アイアンテール,はがね,物理,100,75,15
フライゴン,かみなりパンチ,でんき,物理,75,100,15
フライゴン,がんせきふうじ,いわ,物理,60,95,15
フライゴン,ギガインパクト,ノーマル,物理,150,90,5
フライゴン,ストーンエッジ,いわ,物理,100,80,5
フライゴン,かえんほうしゃ,ほのお,特殊,90,100,15
フライゴン,ドラゴンクロー,ドラゴン,物理,80,100,15
フライゴン,ドラゴンテール,ドラゴン,物理,60,90,10
フライゴン,はがねのつばさ,はがね,物理,70,90,25
フライゴン,ほのおのパンチ,ほのお,物理,75,100,15
フライゴン,ないしょばなし,ノーマル,変化,0,0,20
フライゴン,シグナルビーム,むし,特殊,75,100,15
フライゴン,ソーラービーム,くさ,特殊,120,100,10
フライゴン,ソニックブーム,ノーマル,特殊,0,90,20
フライゴン,だいちのちから,じめん,特殊,90,100,10
フラエッテ,ふぶき,こおり,特殊,110,70,5
フラエッテ,いびき,ノーマル,特殊,50,100,15
フラエッテ,ほしがる,ノーマル,物理,60,100,25
フラエッテ,あまごい,みず,変化,0,0,5
フラエッテ,てだすけ,ノーマル,変化,0,0,20
フラエッテ,どくどく,どく,変化,0,90,10
フラエッテ,なみだめ,ノーマル,変化,0,0,20
フラエッテ,まねっこ,ノーマル,変化,0,0,20
フラエッテ,みがわり,ノーマル,変化,0,0,10
フラエッテ,メロメロ,ノーマル,変化,0,100,15
フラエッテ,ゆうわく,ノーマル,変化,0,100,20
フラエッテ,がむしゃら,ノーマル,物理,0,100,5
フラエッテ,たいあたり,ノーマル,物理,40,100,35
フラエッテ,つるのムチ,くさ,物理,45,100,25
フラエッテ,はなふぶき,くさ,物理,90,100,15
フラエッテ,くさむすび,くさ,特殊,0,100,20
フラエッテ,おまじない,ノーマル,変化,0,0,30
フラエッテ,にほんばれ,ほのお,変化,0,0,5
フラエッテ,ねがいごと,ノーマル,変化,0,0,10
フラエッテ,フラッシュ,ノーマル,変化,0,100,20
フラエッテ,ほごしょく,ノーマル,変化,0,0,20
フラエッテ,タネばくだん,くさ,物理,80,100,15
フラエッテ,ギガドレイン,くさ,特殊,75,100,10
フラエッテ,いやしのすず,ノーマル,変化,0,0,5
フラエッテ,こうごうせい,くさ,変化,0,0,5
フラエッテ,なやみのタネ,くさ,変化,0,100,10
フラエッテ,はなびらのまい,くさ,特殊,120,100,10
フラエッテ,マジカルリーフ,くさ,特殊,60,0,20
フラエッテ,ムーンフォース,フェアリー,特殊,95,100,15
フラエッテ,ようせいのかぜ,フェアリー,特殊,40,100,30
フラエッテ,エナジーボール,くさ,特殊,90,100,10
フラエッテ,はっぱカッター,くさ,物理,55,95,25
フラエッテ,ひみつのちから,ノーマル,物理,70,100,20
フラエッテ,アロマセラピー,くさ,変化,0,0,5
フラエッテ,おさきにどうぞ,ノーマル,変化,0,0,15
フラエッテ,サイドチェンジ,エスパー,変化,0,0,15
フラエッテ,しんぴのまもり,ノーマル,変化,0,0,25
フラエッテ,サイコキネシス,エスパー,特殊,90,100,10
フラエッテ,マジックコート,エスパー,変化,0,0,15
フラエッテ,ソーラービーム,くさ,特殊,120,100,10
フラエッテ,マジカルシャイン,フェアリー,特殊,80,100,10
フラエッテ,グラスフィールド,くさ,変化,0,0,10
フラエッテ,ミストフィールド,フェアリー,変化,0,0,10
フリーザー,ふぶき,こおり,特殊,110,70,5
フリーザー,いびき,ノーマル,特殊,50,100,15
フリーザー,あられ,こおり,変化,0,0,10
フリーザー,いばる,ノーマル,変化,0,85,15
フリーザー,ねごと,ノーマル,変化,0,0,10
フリーザー,ねむる,エスパー,変化,0,0,10
フリーザー,ほえる,ノーマル,変化,0,0,20
フリーザー,まもる,ノーマル,変化,0,0,10
フリーザー,ぼうふう,ひこう,特殊,110,70,10
フリーザー,あまごい,みず,変化,0,0,5
フリーザー,おいかぜ,ひこう,変化,0,0,30
フリーザー,こなゆき,こおり,特殊,40,100,25
フリーザー,どくどく,どく,変化,0,90,10
フリーザー,みがわり,ノーマル,変化,0,0,10
フリーザー,りんしょう,ノーマル,特殊,60,100,15
フリーザー,おんがえし,ノーマル,物理,0,100,20
フリーザー,からげんき,ノーマル,物理,70,100,20
フリーザー,そらをとぶ,ひこう,物理,90,95,15
フリーザー,かぜおこし,ひこう,特殊,40,100,35
フリーザー,やつあたり,ノーマル,物理,0,100,20
フリーザー,きりばらい,ひこう,変化,0,0,15
フリーザー,こころのめ,ノーマル,変化,0,0,5
フリーザー,しろいきり,こおり,変化,0,0,30
フリーザー,すなあらし,いわ,変化,0,0,10
フリーザー,とぎすます,ノーマル,変化,0,0,30
フリーザー,にほんばれ,ほのお,変化,0,0,5
フリーザー,はねやすめ,ひこう,変化,0,0,10
フリーザー,みずのはどう,みず,特殊,60,100,20
フリーザー,ゴッドバード,ひこう,物理,140,90,5
フリーザー,つばめがえし,ひこう,物理,60,0,20
フリーザー,とんぼがえり,むし,物理,70,100,20
フリーザー,こごえるかぜ,こおり,特殊,55,95,15
フリーザー,かげぶんしん,ノーマル,変化,0,0,15
フリーザー,リフレクター,エスパー,変化,0,0,20
フリーザー,はかいこうせん,ノーマル,特殊,150,90,5
フリーザー,フリーズドライ,こおり,特殊,70,100,20
フリーザー,めざめるパワー,ノーマル,特殊,60,100,15
フリーザー,れいとうビーム,こおり,特殊,90,100,10
フリーザー,ギガインパクト,ノーマル,物理,150,90,5
フリーザー,こおりのつぶて,こおり,物理,40,100,30
フリーザー,はがねのつばさ,はがね,物理,70,90,25
フリーザー,フリーフォール,ひこう,物理,60,100,10
フリーザー,げんしのちから,いわ,特殊,60,100,5
フリーザー,こおりのいぶき,こおり,特殊,60,90,10
フリーザー,オーロラベール,こおり,変化,0,0,20
フリーザー,こうそくいどう,エスパー,変化,0,0,30
フリーザー,ないしょばなし,ノーマル,変化,0,0,20
フリーザー,シグナルビーム,むし,特殊,75,100,15
フリージオ,ふぶき,こおり,特殊,110,70,5
フリージオ,いびき,ノーマル,特殊,50,100,15
フリージオ,あられ,こおり,変化,0,0,10
フリージオ,とける,どく,変化,0,0,20
フリージオ,きりさく,ノーマル,物理,70,100,20
フリージオ,つじぎり,あく,物理,70,100,15
フリージオ,どくづき,どく,物理,80,100,20
フリージオ,あまごい,みず,変化,0,0,5
フリージオ,かくばる,ノーマル,変化,0,0,30
フリージオ,てっぺき,はがね,変化,0,0,15
フリージオ,どくどく,どく,変化,0,90,10
フリージオ,みがわり,ノーマル,変化,0,0,10
フリージオ,しめつける,ノーマル,物理,15,85,20
フリージオ,きりばらい,ひこう,変化,0,0,15
フリージオ,くろいきり,こおり,変化,0,0,30
フリージオ,しろいきり,こおり,変化,0,0,30
フリージオ,とぎすます,ノーマル,変化,0,0,30
フリージオ,みずのはどう,みず,特殊,60,100,20
フリージオ,アクロバット,ひこう,物理,55,100,15
フリージオ,だいばくはつ,ノーマル,物理,250,100,5
フリージオ,はたきおとす,あく,物理,65,100,20
フリージオ,こごえるかぜ,こおり,特殊,55,95,15
フリージオ,じこさいせい,ノーマル,変化,0,0,10
フリージオ,ひかりのかべ,エスパー,変化,0,0,30
フリージオ,リフレクター,エスパー,変化,0,0,20
フリージオ,フリーズドライ,こおり,特殊,70,100,20
フリージオ,ラスターカノン,はがね,特殊,80,100,10
フリージオ,れいとうビーム,こおり,特殊,90,100,10
フリージオ,オーロラビーム,こおり,特殊,65,100,20
フリージオ,こうそくスピン,ノーマル,物理,20,100,40
フリージオ,こおりのつぶて,こおり,物理,40,100,30
フリージオ,ひみつのちから,ノーマル,物理,70,100,20
フリージオ,あやしいひかり,ゴースト,変化,0,100,10
フリージオ,こおりのいぶき,こおり,特殊,60,90,10
フリージオ,シグナルビーム,むし,特殊,75,100,15
フリージオ,マジックコート,エスパー,変化,0,0,15
フリージオ,ぜったいれいど,こおり,特殊,0,30,5
フリージオ,ソーラービーム,くさ,特殊,120,100,10
フレフワン,10まんボルト,でんき,特殊,90,100,15
フレフワン,いびき,ノーマル,特殊,50,100,15
フレフワン,ゆめくい,エスパー,特殊,100,100,15
フレフワン,じたばた,ノーマル,物理,0,100,15
フレフワン,かみなり,でんき,特殊,110,70,10
フレフワン,ほしがる,ノーマル,物理,60,100,25
フレフワン,あまえる,フェアリー,変化,0,100,20
フレフワン,あまごい,みず,変化,0,0,5
フレフワン,てだすけ,ノーマル,変化,0,0,20
フレフワン,どくどく,どく,変化,0,90,10
フレフワン,みがわり,ノーマル,変化,0,0,10
フレフワン,めいそう,エスパー,変化,0,0,20
フレフワン,メロメロ,ノーマル,変化,0,100,15
フレフワン,ゆうわく,ノーマル,変化,0,100,20
フレフワン,がむしゃら,ノーマル,物理,0,100,5
フレフワン,いちゃもん,あく,変化,0,100,15
フレフワン,かぎわける,ノーマル,変化,0,0,40
フレフワン,かなしばり,ノーマル,変化,0,100,20
フレフワン,じこあんじ,ノーマル,変化,0,0,10
フレフワン,にほんばれ,ほのお,変化,0,0,5
フレフワン,ねがいごと,ノーマル,変化,0,0,10
フレフワン,フラッシュ,ノーマル,変化,0,100,20
フレフワン,わるだくみ,あく,変化,0,0,20
フレフワン,あまいかおり,ノーマル,変化,0,100,20
フレフワン,アロマミスト,フェアリー,変化,0,0,20
フレフワン,いやしのすず,ノーマル,変化,0,0,5
フレフワン,テレキネシス,エスパー,変化,0,0,15
フレフワン,リフレクター,エスパー,変化,0,0,20
フレフワン,リフレッシュ,ノーマル,変化,0,0,20
フレフワン,ムーンフォース,フェアリー,特殊,95,100,15
フレフワン,ようせいのかぜ,フェアリー,特殊,40,100,30
フレフワン,ラスターカノン,はがね,特殊,80,100,10
フレフワン,エナジーボール,くさ,特殊,90,100,10
フレフワン,ジャイロボール,はがね,物理,0,100,5
フレフワン,ドレインパンチ,かくとう,物理,75,100,10
フレフワン,ひみつのちから,ノーマル,物理,70,100,20
フレフワン,アロマセラピー,くさ,変化,0,0,5
フレフワン,いやしのはどう,エスパー,変化,0,0,10
フレフワン,おさきにどうぞ,ノーマル,変化,0,0,15
フレフワン,サイドチェンジ,エスパー,変化,0,0,15
フレフワン,スキルスワップ,エスパー,変化,0,0,10
フレフワン,サイコキネシス,エスパー,特殊,90,100,10
フレフワン,サイコショック,エスパー,特殊,80,100,10
フレフワン,てんしのキッス,フェアリー,変化,0,75,10
フレフワン,マジックコート,エスパー,変化,0,0,15
フレフワン,チャームボイス,フェアリー,特殊,40,0,15
フレフワン,ドレインキッス,フェアリー,特殊,50,100,10
フレフワン,マジカルシャイン,フェアリー,特殊,80,100,10
フレフワン,ミストフィールド,フェアリー,変化,0,0,10
フローゼル,ふぶき,こおり,特殊,110,70,5
フローゼル,いびき,ノーマル,特殊,50,100,15
フローゼル,ずつき,ノーマル,物理,70,100,15
フローゼル,あられ,こおり,変化,0,0,10
フローゼル,ほえる,ノーマル,変化,0,0,20
フローゼル,うずしお,みず,特殊,35,85,15
フローゼル,おいうち,あく,物理,40,100,20
フローゼル,かいりき,ノーマル,物理,80,100,15
フローゼル,きりさく,ノーマル,物理,70,100,20
フローゼル,けたぐり,かくとう,物理,0,100,20
フローゼル,あまごい,みず,変化,0,0,5
フローゼル,さきどり,ノーマル,変化,0,0,20
フローゼル,すりかえ,あく,変化,0,100,10
フローゼル,てだすけ,ノーマル,変化,0,0,20
フローゼル,どくどく,どく,変化,0,90,10
フローゼル,なきごえ,ノーマル,変化,0,100,40
フローゼル,みがわり,ノーマル,変化,0,0,10
フローゼル,メロメロ,ノーマル,変化,0,100,15
フローゼル,どろかけ,じめん,特殊,20,100,10
フローゼル,なみのり,みず,特殊,90,100,15
フローゼル,ねっとう,みず,特殊,80,100,15
フローゼル,あなをほる,じめん,物理,80,100,10
フローゼル,いわくだき,かくとう,物理,40,100,15
フローゼル,かみくだく,あく,物理,80,100,15
フローゼル,ダイビング,みず,物理,80,100,10
フローゼル,たきのぼり,みず,物理,80,100,15
フローゼル,かまいたち,ノーマル,特殊,80,100,10
フローゼル,きあいだま,かくとう,特殊,120,70,5
フローゼル,いちゃもん,あく,変化,0,100,15
フローゼル,かぎわける,ノーマル,変化,0,0,40
フローゼル,ちょうはつ,あく,変化,0,100,20
フローゼル,みずあそび,みず,変化,0,0,15
フローゼル,みずびたし,みず,変化,0,100,20
フローゼル,みずでっぽう,みず,特殊,40,100,25
フローゼル,みずのはどう,みず,特殊,60,100,20
フローゼル,アクアテール,みず,物理,90,90,10
フローゼル,きあいパンチ,かくとう,物理,150,100,20
フローゼル,グロウパンチ,かくとう,物理,40,100,20
フローゼル,こおりのキバ,こおり,物理,65,95,15
フローゼル,れんぞくぎり,むし,物理,40,95,20
フローゼル,アクアリング,みず,変化,0,0,20
フローゼル,こごえるかぜ,こおり,特殊,55,95,15
フローゼル,バトンタッチ,ノーマル,変化,0,0,40
フローゼル,ハイドロポンプ,みず,特殊,110,80,5
フローゼル,れいとうビーム,こおり,特殊,90,100,10
フローゼル,アイアンテール,はがね,物理,100,75,15
フローゼル,アクアブレイク,みず,物理,85,100,10
フローゼル,おうふくビンタ,ノーマル,物理,15,85,10
フローゼル,スイープビンタ,ノーマル,物理,25,85,10
フローゼル,ダブルアタック,ノーマル,物理,35,90,10
フローゼル,でんこうせっか,ノーマル,物理,40,100,30
フローゼル,ひみつのちから,ノーマル,物理,70,100,20
フローゼル,みだれひっかき,ノーマル,物理,18,80,15
フローゼル,れいとうパンチ,こおり,物理,75,100,15
フローゼル,こうそくいどう,エスパー,変化,0,0,30
フローゼル,スピードスター,ノーマル,特殊,60,0,20
フローゼル,ソニックブーム,ノーマル,特殊,0,90,20
フワライド,10まんボルト,でんき,特殊,90,100,15
フワライド,いびき,ノーマル,特殊,50,100,15
フワライド,いばる,ノーマル,変化,0,85,15
フワライド,うらみ,ゴースト,変化,0,100,10
フワライド,おにび,ほのお,変化,0,85,15
フワライド,ねごと,ノーマル,変化,0,0,10
フワライド,ねむる,エスパー,変化,0,0,10
フワライド,まもる,ノーマル,変化,0,0,10
フワライド,はきだす,ノーマル,特殊,0,100,10
フワライド,ゆめくい,エスパー,特殊,100,100,15
フワライド,かみなり,でんき,特殊,110,70,10
フワライド,どろぼう,あく,物理,60,100,25
フワライド,あまごい,みず,変化,0,0,5
フワライド,おいかぜ,ひこう,変化,0,0,30
フワライド,でんじは,でんき,変化,0,90,20
フワライド,どくどく,どく,変化,0,90,10
フワライド,トリック,エスパー,変化,0,100,10
フワライド,ドわすれ,エスパー,変化,0,0,20
フワライド,のみこむ,ノーマル,変化,0,0,10
フワライド,みがわり,ノーマル,変化,0,0,10
フワライド,みちづれ,ゴースト,変化,0,0,5
フワライド,めいそう,エスパー,変化,0,0,20
フワライド,メロメロ,ノーマル,変化,0,100,15
フワライド,スモッグ,どく,特殊,30,70,20
フワライド,たたりめ,ゴースト,特殊,65,100,10
フワライド,りんしょう,ノーマル,特殊,60,100,15
フワライド,おどろかす,ゴースト,物理,30,100,15
フワライド,おんがえし,ノーマル,物理,0,100,20
フワライド,からげんき,ノーマル,物理,70,100,20
フワライド,からみつく,ノーマル,物理,10,100,35
フワライド,しめつける,ノーマル,物理,15,85,20
フワライド,そらをとぶ,ひこう,物理,90,95,15
フワライド,かぜおこし,ひこう,特殊,40,100,35
フワライド,のしかかり,ノーマル,物理,85,100,15
フワライド,やつあたり,ノーマル,物理,0,100,20
フワライド,いたみわけ,ノーマル,変化,0,0,20
フワライド,おきみやげ,あく,変化,0,100,10
